Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
React,[REACT-Q319] What is the children prop?,Component name,State value,Content between component tags,All of the above,C,children contains nested JSX/elements.
React,[REACT-Q320] Batching in React 18,The above is incorrect,Multiple state updates in one render,Single update,Sequential renders,B,React 18 batches all state updates automatically.
React,[REACT-Q321] What is React?,Backend framework,CSS framework,Database ORM,JavaScript UI library,D,React is a JS library for building UIs.
React,[REACT-Q322] JSX stands for,Option not applicable,Java Syntax Extension,JavaScript XML,JavaScript Extension,C,JSX allows HTML in JavaScript.
React,[REACT-Q323] useState returns,Array of objects,Only value,State value and setter,Only setter,C,"useState returns [value, setter] pair."
React,[REACT-Q324] useEffect is used for,Side effects,Routing,Styling,State management,A,useEffect handles side effects in components.
React,[REACT-Q325] Virtual DOM purpose,CSS handling,Insufficient information,Performance optimization,Real DOM replacement,C,Virtual DOM minimizes real DOM updates.
React,[REACT-Q326] Props are,Read-only data passed to components,Cannot be determined,Component state,CSS classes,A,"Props flow from parent to child, immutable."
React,[REACT-Q327] State vs Props: State is,Mutable within component,Global,Passed from parent,Immutable,A,State is local mutable data in a component.
React,[REACT-Q328] React key prop purpose,Style elements,Identify list items,Pass data,Neither A nor B,B,Keys help React identify which items changed.
React,[REACT-Q329] What is a higher-order component?,Hook,Neither A nor B,Class component,Component that takes/returns component,D,HOC wraps another component to add behavior.
React,[REACT-Q330] useContext is used for,Side effects,Local state,Consuming context,Option not applicable,C,useContext reads from a React context.
React,[REACT-Q331] React.memo does what?,Memoizes component,Creates context,Handles effects,Cannot be determined,A,React.memo prevents unnecessary re-renders.
React,[REACT-Q332] What does ReactDOM.render do?,Defines component,Insufficient information,Creates state,Renders React element to DOM,D,ReactDOM.render mounts component into DOM.
React,[REACT-Q333] Default export syntax in ES6,export default Component,export { Component },module.exports,export Component,A,Default exports use 'export default'.
React,[REACT-Q334] What is prop drilling?,Passing props through many layers,Direct prop passing,Context API,Option not applicable,A,Prop drilling passes props through intermediate components.
React,[REACT-Q335] useReducer is used for,Complex state logic,Insufficient information,Side effects,Simple state,A,useReducer manages complex state transitions.
React,[REACT-Q336] React Router's <Route> does what?,Both A and B,Maps path to component,Creates links,Handles forms,B,Route renders component for matched URL path.
React,[REACT-Q337] What is lazy loading in React?,Eager loading,All of the above,Loading components on demand,Preloading,C,React.lazy loads components only when needed.
React,[REACT-Q338] Controlled component means,Form input tied to state,Uncontrolled input,Class component,All of the above,A,Controlled components have state-driven input values.
React,[REACT-Q339] What is reconciliation?,State creation,React's DOM update process,Initial render,Neither A nor B,B,Reconciliation computes minimal DOM updates.
React,[REACT-Q340] Fragment in React,The above is incorrect,Groups elements without extra DOM node,Creates context,Adds a div,B,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q341] useCallback memoizes,Effects,Values,Functions,Components,C,useCallback prevents function recreation on re-render.
React,[REACT-Q342] useMemo memoizes,Computed values,Effects,Functions,Components,A,useMemo caches expensive computations.
React,[REACT-Q343] What is the StrictMode?,Production mode,Both B and C,Development helper for warnings,Testing tool,C,StrictMode highlights potential problems in dev.
React,[REACT-Q344] Which lifecycle method replaces componentDidMount in hooks?,useState,useRef,useEffect with [],useContext,C,useEffect with empty array runs once on mount.
React,[REACT-Q345] useRef is used for,Insufficient information,State management,Routing,Accessing DOM elements,D,useRef holds mutable references to DOM nodes.
React,[REACT-Q346] What triggers a re-render?,None of the above,Comment change,CSS change,State or prop change,D,State/prop changes cause React to re-render.
React,[REACT-Q347] Context API solves,Routing,Styling,Prop drilling,Option not applicable,C,Context provides global state without prop drilling.
React,[REACT-Q348] What is a pure component?,HOC,Stateless component,Renders same output for same props,Insufficient information,C,Pure components implement shouldComponentUpdate.
React,[REACT-Q349] Event handling in React uses,Synthetic events,Native DOM events,Option not applicable,Custom events,A,React wraps native events in SyntheticEvent.
React,[REACT-Q350] What is server-side rendering?,Static generation,Data not provided,Rendering HTML on server,Client rendering,C,SSR renders React on server before sending to client.
React,[REACT-Q351] Error boundary catches,Word order,JavaScript errors in components,CSS errors,Network errors,B,Error boundaries catch render errors in child tree.
React,[REACT-Q352] What is Suspense in React?,Data not provided,Waits for async components,Delays state,Caches data,B,Suspense shows fallback while lazy component loads.
React,[REACT-Q353] Which hook replaces componentWillUnmount?,useCallback,useState,useRef,useEffect cleanup return,D,Returning a function from useEffect handles cleanup.
React,[REACT-Q354] Portal in React,Creates context,Cannot be determined,Renders outside parent DOM,HOC pattern,C,Portals render children into different DOM node.
React,[REACT-Q355] What is code splitting?,Compression,Option not applicable,Minification,Breaking bundle into chunks,D,Code splitting reduces initial bundle size.
React,[REACT-Q356] Redux is used for,Testing,Styling,Routing,Global state management,D,Redux manages application-wide state.
React,[REACT-Q357] What does useLayoutEffect do?,Data not provided,Fires sync after DOM mutations,State update,Async effect,B,useLayoutEffect runs synchronously after DOM updates.
React,[REACT-Q358] Immutability in React state means,Create new object instead of mutating,Modify in place,Delete state,Both B and C,A,React state must be updated immutably.
React,[REACT-Q359] What is the children prop?,State value,None of the above,Component name,Content between component tags,D,children contains nested JSX/elements.
React,[REACT-Q360] Batching in React 18,Single update,Multiple state updates in one render,Both B and C,Sequential renders,B,React 18 batches all state updates automatically.
React,[REACT-Q361] What is React?,Backend framework,CSS framework,JavaScript UI library,Database ORM,C,React is a JS library for building UIs.
React,[REACT-Q362] JSX stands for,JavaScript Extension,JavaScript XML,Java Syntax Extension,None of the above,B,JSX allows HTML in JavaScript.
React,[REACT-Q363] useState returns,Only value,State value and setter,Only setter,Array of objects,B,"useState returns [value, setter] pair."
React,[REACT-Q364] useEffect is used for,Side effects,Styling,Routing,State management,A,useEffect handles side effects in components.
React,[REACT-Q365] Virtual DOM purpose,Real DOM replacement,Performance optimization,Insufficient information,CSS handling,B,Virtual DOM minimizes real DOM updates.
React,[REACT-Q366] Props are,CSS classes,Component state,The above is incorrect,Read-only data passed to components,D,"Props flow from parent to child, immutable."
React,[REACT-Q367] State vs Props: State is,Immutable,Global,Mutable within component,Passed from parent,C,State is local mutable data in a component.
React,[REACT-Q368] React key prop purpose,Identify list items,Pass data,Insufficient information,Style elements,A,Keys help React identify which items changed.
React,[REACT-Q369] What is a higher-order component?,Both A and B,Class component,Component that takes/returns component,Hook,C,HOC wraps another component to add behavior.
React,[REACT-Q370] useContext is used for,Consuming context,Side effects,Local state,Option not applicable,A,useContext reads from a React context.
React,[REACT-Q371] React.memo does what?,All of the above,Creates context,Handles effects,Memoizes component,D,React.memo prevents unnecessary re-renders.
React,[REACT-Q372] What does ReactDOM.render do?,Renders React element to DOM,Both B and C,Creates state,Defines component,A,ReactDOM.render mounts component into DOM.
React,[REACT-Q373] Default export syntax in ES6,export Component,export { Component },module.exports,export default Component,D,Default exports use 'export default'.
React,[REACT-Q374] What is prop drilling?,Passing props through many layers,Context API,Direct prop passing,The above is incorrect,A,Prop drilling passes props through intermediate components.
React,[REACT-Q375] useReducer is used for,Simple state,Side effects,Complex state logic,Data not provided,C,useReducer manages complex state transitions.
React,[REACT-Q376] React Router's <Route> does what?,Creates links,The above is incorrect,Handles forms,Maps path to component,D,Route renders component for matched URL path.
React,[REACT-Q377] What is lazy loading in React?,Preloading,Loading components on demand,Option not applicable,Eager loading,B,React.lazy loads components only when needed.
React,[REACT-Q378] Controlled component means,Uncontrolled input,None of the above,Class component,Form input tied to state,D,Controlled components have state-driven input values.
React,[REACT-Q379] What is reconciliation?,React's DOM update process,Both B and C,State creation,Initial render,A,Reconciliation computes minimal DOM updates.
React,[REACT-Q380] Fragment in React,Adds a div,Creates context,Option not applicable,Groups elements without extra DOM node,D,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q381] useCallback memoizes,Components,Functions,Effects,Values,B,useCallback prevents function recreation on re-render.
React,[REACT-Q382] useMemo memoizes,Functions,Computed values,Effects,Components,B,useMemo caches expensive computations.
React,[REACT-Q383] What is the StrictMode?,Development helper for warnings,Production mode,Testing tool,Option not applicable,A,StrictMode highlights potential problems in dev.
React,[REACT-Q384] Which lifecycle method replaces componentDidMount in hooks?,useRef,useEffect with [],useContext,useState,B,useEffect with empty array runs once on mount.
React,[REACT-Q385] useRef is used for,None of the above,State management,Accessing DOM elements,Routing,C,useRef holds mutable references to DOM nodes.
React,[REACT-Q386] What triggers a re-render?,CSS change,Comment change,Both A and B,State or prop change,D,State/prop changes cause React to re-render.
React,[REACT-Q387] Context API solves,Prop drilling,Styling,Routing,Cannot be determined,A,Context provides global state without prop drilling.
React,[REACT-Q388] What is a pure component?,HOC,Renders same output for same props,Stateless component,Insufficient information,B,Pure components implement shouldComponentUpdate.
React,[REACT-Q389] Event handling in React uses,Native DOM events,Custom events,Both A and B,Synthetic events,D,React wraps native events in SyntheticEvent.
React,[REACT-Q390] What is server-side rendering?,Rendering HTML on server,Static generation,Client rendering,The above is incorrect,A,SSR renders React on server before sending to client.
React,[REACT-Q391] Error boundary catches,None of the above,CSS errors,Network errors,JavaScript errors in components,D,Error boundaries catch render errors in child tree.
React,[REACT-Q392] What is Suspense in React?,Caches data,Insufficient information,Delays state,Waits for async components,D,Suspense shows fallback while lazy component loads.
React,[REACT-Q393] Which hook replaces componentWillUnmount?,useRef,useState,useEffect cleanup return,useCallback,C,Returning a function from useEffect handles cleanup.
React,[REACT-Q394] Portal in React,Both B and C,Renders outside parent DOM,HOC pattern,Creates context,B,Portals render children into different DOM node.
React,[REACT-Q395] What is code splitting?,Minification,Breaking bundle into chunks,Insufficient information,Compression,B,Code splitting reduces initial bundle size.
React,[REACT-Q396] Redux is used for,Routing,Styling,Testing,Global state management,D,Redux manages application-wide state.
React,[REACT-Q397] What does useLayoutEffect do?,Async effect,State update,Neither A nor B,Fires sync after DOM mutations,D,useLayoutEffect runs synchronously after DOM updates.
React,[REACT-Q398] Immutability in React state means,Delete state,All of the above,Create new object instead of mutating,Modify in place,C,React state must be updated immutably.
React,[REACT-Q399] What is the children prop?,State value,All of the above,Content between component tags,Component name,C,children contains nested JSX/elements.
React,[REACT-Q400] Batching in React 18,Sequential renders,Multiple state updates in one render,Single update,Cannot be determined,B,React 18 batches all state updates automatically.
React,[REACT-Q401] What is React?,CSS framework,Backend framework,Database ORM,JavaScript UI library,D,React is a JS library for building UIs.
React,[REACT-Q402] JSX stands for,JavaScript XML,JavaScript Extension,All of the above,Java Syntax Extension,A,JSX allows HTML in JavaScript.
React,[REACT-Q403] useState returns,Array of objects,Only value,State value and setter,Only setter,C,"useState returns [value, setter] pair."
React,[REACT-Q404] useEffect is used for,Styling,Routing,State management,Side effects,D,useEffect handles side effects in components.
React,[REACT-Q405] Virtual DOM purpose,Real DOM replacement,Performance optimization,None of the above,CSS handling,B,Virtual DOM minimizes real DOM updates.
React,[REACT-Q406] Props are,Component state,CSS classes,Both A and B,Read-only data passed to components,D,"Props flow from parent to child, immutable."
React,[REACT-Q407] State vs Props: State is,Immutable,Global,Passed from parent,Mutable within component,D,State is local mutable data in a component.
React,[REACT-Q408] React key prop purpose,Identify list items,Pass data,Style elements,Cannot be determined,A,Keys help React identify which items changed.
React,[REACT-Q409] What is a higher-order component?,Class component,Data not provided,Hook,Component that takes/returns component,D,HOC wraps another component to add behavior.
React,[REACT-Q410] useContext is used for,Local state,Both B and C,Side effects,Consuming context,D,useContext reads from a React context.
React,[REACT-Q411] React.memo does what?,Data not provided,Creates context,Memoizes component,Handles effects,C,React.memo prevents unnecessary re-renders.
React,[REACT-Q412] What does ReactDOM.render do?,Defines component,Renders React element to DOM,Creates state,Neither A nor B,B,ReactDOM.render mounts component into DOM.
React,[REACT-Q413] Default export syntax in ES6,export { Component },export default Component,module.exports,export Component,B,Default exports use 'export default'.
React,[REACT-Q414] What is prop drilling?,Both A and B,Passing props through many layers,Context API,Direct prop passing,B,Prop drilling passes props through intermediate components.
React,[REACT-Q415] useReducer is used for,Complex state logic,The above is incorrect,Side effects,Simple state,A,useReducer manages complex state transitions.
React,[REACT-Q416] React Router's <Route> does what?,Both A and B,Creates links,Maps path to component,Handles forms,C,Route renders component for matched URL path.
React,[REACT-Q417] What is lazy loading in React?,Loading components on demand,Preloading,Neither A nor B,Eager loading,A,React.lazy loads components only when needed.
React,[REACT-Q418] Controlled component means,Uncontrolled input,The above is incorrect,Class component,Form input tied to state,D,Controlled components have state-driven input values.
React,[REACT-Q419] What is reconciliation?,React's DOM update process,Cannot be determined,Initial render,State creation,A,Reconciliation computes minimal DOM updates.
React,[REACT-Q420] Fragment in React,Cannot be determined,Adds a div,Creates context,Groups elements without extra DOM node,D,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q421] useCallback memoizes,Functions,Values,Effects,Components,A,useCallback prevents function recreation on re-render.
React,[REACT-Q422] useMemo memoizes,Effects,Components,Computed values,Functions,C,useMemo caches expensive computations.
React,[REACT-Q423] What is the StrictMode?,Development helper for warnings,Neither A nor B,Testing tool,Production mode,A,StrictMode highlights potential problems in dev.
React,[REACT-Q424] Which lifecycle method replaces componentDidMount in hooks?,useEffect with [],useRef,useState,useContext,A,useEffect with empty array runs once on mount.
React,[REACT-Q425] useRef is used for,Neither A nor B,State management,Routing,Accessing DOM elements,D,useRef holds mutable references to DOM nodes.
React,[REACT-Q426] What triggers a re-render?,State or prop change,None of the above,CSS change,Comment change,A,State/prop changes cause React to re-render.
React,[REACT-Q427] Context API solves,All of the above,Styling,Routing,Prop drilling,D,Context provides global state without prop drilling.
React,[REACT-Q428] What is a pure component?,Renders same output for same props,Neither A nor B,HOC,Stateless component,A,Pure components implement shouldComponentUpdate.
React,[REACT-Q429] Event handling in React uses,Synthetic events,Native DOM events,Custom events,The above is incorrect,A,React wraps native events in SyntheticEvent.
React,[REACT-Q430] What is server-side rendering?,All of the above,Rendering HTML on server,Client rendering,Static generation,B,SSR renders React on server before sending to client.
React,[REACT-Q431] Error boundary catches,Network errors,Dangling modifier,JavaScript errors in components,CSS errors,C,Error boundaries catch render errors in child tree.
React,[REACT-Q432] What is Suspense in React?,Cannot be determined,Delays state,Caches data,Waits for async components,D,Suspense shows fallback while lazy component loads.
React,[REACT-Q433] Which hook replaces componentWillUnmount?,useEffect cleanup return,useRef,useState,useCallback,A,Returning a function from useEffect handles cleanup.
React,[REACT-Q434] Portal in React,Creates context,Renders outside parent DOM,Neither A nor B,HOC pattern,B,Portals render children into different DOM node.
React,[REACT-Q435] What is code splitting?,Minification,Compression,Breaking bundle into chunks,Cannot be determined,C,Code splitting reduces initial bundle size.
React,[REACT-Q436] Redux is used for,Testing,Routing,Styling,Global state management,D,Redux manages application-wide state.
React,[REACT-Q437] What does useLayoutEffect do?,Fires sync after DOM mutations,All of the above,State update,Async effect,A,useLayoutEffect runs synchronously after DOM updates.
React,[REACT-Q438] Immutability in React state means,Modify in place,Neither A nor B,Delete state,Create new object instead of mutating,D,React state must be updated immutably.
React,[REACT-Q439] What is the children prop?,Content between component tags,Component name,State value,Data not provided,A,children contains nested JSX/elements.
React,[REACT-Q440] Batching in React 18,Sequential renders,Single update,Multiple state updates in one render,The above is incorrect,C,React 18 batches all state updates automatically.
React,[REACT-Q441] What is React?,Backend framework,JavaScript UI library,CSS framework,Database ORM,B,React is a JS library for building UIs.
React,[REACT-Q442] JSX stands for,All of the above,JavaScript Extension,JavaScript XML,Java Syntax Extension,C,JSX allows HTML in JavaScript.
React,[REACT-Q443] useState returns,State value and setter,Only setter,Only value,Array of objects,A,"useState returns [value, setter] pair."
React,[REACT-Q444] useEffect is used for,Styling,State management,Routing,Side effects,D,useEffect handles side effects in components.
React,[REACT-Q445] Virtual DOM purpose,Insufficient information,Real DOM replacement,CSS handling,Performance optimization,D,Virtual DOM minimizes real DOM updates.
React,[REACT-Q446] Props are,Read-only data passed to components,Insufficient information,Component state,CSS classes,A,"Props flow from parent to child, immutable."
React,[REACT-Q447] State vs Props: State is,Mutable within component,Passed from parent,Immutable,Global,A,State is local mutable data in a component.
React,[REACT-Q448] React key prop purpose,Identify list items,Style elements,The above is incorrect,Pass data,A,Keys help React identify which items changed.
React,[REACT-Q449] What is a higher-order component?,Class component,Component that takes/returns component,Hook,Option not applicable,B,HOC wraps another component to add behavior.
React,[REACT-Q450] useContext is used for,Local state,Consuming context,Side effects,Both A and B,B,useContext reads from a React context.
React,[REACT-Q451] React.memo does what?,Creates context,Handles effects,Both A and B,Memoizes component,D,React.memo prevents unnecessary re-renders.
React,[REACT-Q452] What does ReactDOM.render do?,Creates state,Defines component,All of the above,Renders React element to DOM,D,ReactDOM.render mounts component into DOM.
React,[REACT-Q453] Default export syntax in ES6,module.exports,export default Component,export Component,export { Component },B,Default exports use 'export default'.
React,[REACT-Q454] What is prop drilling?,Passing props through many layers,Direct prop passing,All of the above,Context API,A,Prop drilling passes props through intermediate components.
React,[REACT-Q455] useReducer is used for,Side effects,Complex state logic,All of the above,Simple state,B,useReducer manages complex state transitions.
React,[REACT-Q456] React Router's <Route> does what?,Creates links,Maps path to component,Data not provided,Handles forms,B,Route renders component for matched URL path.
React,[REACT-Q457] What is lazy loading in React?,Loading components on demand,Eager loading,Preloading,The above is incorrect,A,React.lazy loads components only when needed.
React,[REACT-Q458] Controlled component means,Uncontrolled input,Form input tied to state,Class component,None of the above,B,Controlled components have state-driven input values.
React,[REACT-Q459] What is reconciliation?,Initial render,State creation,All of the above,React's DOM update process,D,Reconciliation computes minimal DOM updates.
React,[REACT-Q460] Fragment in React,Insufficient information,Creates context,Groups elements without extra DOM node,Adds a div,C,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q461] useCallback memoizes,Effects,Functions,Components,Values,B,useCallback prevents function recreation on re-render.
React,[REACT-Q462] useMemo memoizes,Functions,Effects,Components,Computed values,D,useMemo caches expensive computations.
React,[REACT-Q463] What is the StrictMode?,Testing tool,Development helper for warnings,Both B and C,Production mode,B,StrictMode highlights potential problems in dev.
React,[REACT-Q464] Which lifecycle method replaces componentDidMount in hooks?,useState,useRef,useContext,useEffect with [],D,useEffect with empty array runs once on mount.
React,[REACT-Q465] useRef is used for,None of the above,State management,Accessing DOM elements,Routing,C,useRef holds mutable references to DOM nodes.
React,[REACT-Q466] What triggers a re-render?,State or prop change,Comment change,CSS change,None of the above,A,State/prop changes cause React to re-render.
React,[REACT-Q467] Context API solves,Styling,Routing,Cannot be determined,Prop drilling,D,Context provides global state without prop drilling.
React,[REACT-Q468] What is a pure component?,Renders same output for same props,HOC,All of the above,Stateless component,A,Pure components implement shouldComponentUpdate.
React,[REACT-Q469] Event handling in React uses,Native DOM events,Synthetic events,Custom events,The above is incorrect,B,React wraps native events in SyntheticEvent.
React,[REACT-Q470] What is server-side rendering?,Static generation,Insufficient information,Client rendering,Rendering HTML on server,D,SSR renders React on server before sending to client.
React,[REACT-Q471] Error boundary catches,JavaScript errors in components,Both A and B,CSS errors,Network errors,A,Error boundaries catch render errors in child tree.
React,[REACT-Q472] What is Suspense in React?,The above is incorrect,Waits for async components,Caches data,Delays state,B,Suspense shows fallback while lazy component loads.
React,[REACT-Q473] Which hook replaces componentWillUnmount?,useCallback,useRef,useEffect cleanup return,useState,C,Returning a function from useEffect handles cleanup.
React,[REACT-Q474] Portal in React,HOC pattern,Creates context,Renders outside parent DOM,All of the above,C,Portals render children into different DOM node.
React,[REACT-Q475] What is code splitting?,Both B and C,Minification,Breaking bundle into chunks,Compression,C,Code splitting reduces initial bundle size.
React,[REACT-Q476] Redux is used for,Global state management,Styling,Routing,Testing,A,Redux manages application-wide state.
React,[REACT-Q477] What does useLayoutEffect do?,None of the above,Fires sync after DOM mutations,State update,Async effect,B,useLayoutEffect runs synchronously after DOM updates.
React,[REACT-Q478] Immutability in React state means,Modify in place,Create new object instead of mutating,Delete state,None of the above,B,React state must be updated immutably.
React,[REACT-Q479] What is the children prop?,State value,Both A and B,Content between component tags,Component name,C,children contains nested JSX/elements.
React,[REACT-Q480] Batching in React 18,Data not provided,Sequential renders,Single update,Multiple state updates in one render,D,React 18 batches all state updates automatically.
React,[REACT-Q481] What is React?,Database ORM,Backend framework,CSS framework,JavaScript UI library,D,React is a JS library for building UIs.
React,[REACT-Q482] JSX stands for,None of the above,Java Syntax Extension,JavaScript XML,JavaScript Extension,C,JSX allows HTML in JavaScript.
React,[REACT-Q483] useState returns,Only setter,Array of objects,State value and setter,Only value,C,"useState returns [value, setter] pair."
React,[REACT-Q484] useEffect is used for,State management,Routing,Side effects,Styling,C,useEffect handles side effects in components.
React,[REACT-Q485] Virtual DOM purpose,Real DOM replacement,Option not applicable,Performance optimization,CSS handling,C,Virtual DOM minimizes real DOM updates.
React,[REACT-Q486] Props are,Component state,Read-only data passed to components,The above is incorrect,CSS classes,B,"Props flow from parent to child, immutable."
React,[REACT-Q487] State vs Props: State is,Mutable within component,Passed from parent,Immutable,Global,A,State is local mutable data in a component.
React,[REACT-Q488] React key prop purpose,Identify list items,Pass data,Option not applicable,Style elements,A,Keys help React identify which items changed.
React,[REACT-Q489] What is a higher-order component?,Component that takes/returns component,Cannot be determined,Class component,Hook,A,HOC wraps another component to add behavior.
React,[REACT-Q490] useContext is used for,Neither A nor B,Side effects,Consuming context,Local state,C,useContext reads from a React context.
React,[REACT-Q491] React.memo does what?,Creates context,Memoizes component,Handles effects,Option not applicable,B,React.memo prevents unnecessary re-renders.
React,[REACT-Q492] What does ReactDOM.render do?,Data not provided,Creates state,Defines component,Renders React element to DOM,D,ReactDOM.render mounts component into DOM.
React,[REACT-Q493] Default export syntax in ES6,export Component,export { Component },module.exports,export default Component,D,Default exports use 'export default'.
React,[REACT-Q494] What is prop drilling?,Passing props through many layers,Context API,Direct prop passing,Both A and B,A,Prop drilling passes props through intermediate components.
React,[REACT-Q495] useReducer is used for,Side effects,Simple state,Complex state logic,Both B and C,C,useReducer manages complex state transitions.
React,[REACT-Q496] React Router's <Route> does what?,Creates links,Handles forms,None of the above,Maps path to component,D,Route renders component for matched URL path.
React,[REACT-Q497] What is lazy loading in React?,Preloading,None of the above,Eager loading,Loading components on demand,D,React.lazy loads components only when needed.
React,[REACT-Q498] Controlled component means,Insufficient information,Uncontrolled input,Class component,Form input tied to state,D,Controlled components have state-driven input values.
React,[REACT-Q499] What is reconciliation?,Both B and C,State creation,Initial render,React's DOM update process,D,Reconciliation computes minimal DOM updates.
React,[REACT-Q500] Fragment in React,Option not applicable,Creates context,Groups elements without extra DOM node,Adds a div,C,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q501] useCallback memoizes,Effects,Values,Functions,Components,C,useCallback prevents function recreation on re-render.
React,[REACT-Q502] useMemo memoizes,Components,Effects,Functions,Computed values,D,useMemo caches expensive computations.
React,[REACT-Q503] What is the StrictMode?,Production mode,Testing tool,Development helper for warnings,Both A and B,C,StrictMode highlights potential problems in dev.
React,[REACT-Q504] Which lifecycle method replaces componentDidMount in hooks?,useContext,useEffect with [],useState,useRef,B,useEffect with empty array runs once on mount.
React,[REACT-Q505] useRef is used for,State management,Both B and C,Routing,Accessing DOM elements,D,useRef holds mutable references to DOM nodes.
React,[REACT-Q506] What triggers a re-render?,CSS change,Comment change,Both A and B,State or prop change,D,State/prop changes cause React to re-render.
React,[REACT-Q507] Context API solves,None of the above,Styling,Routing,Prop drilling,D,Context provides global state without prop drilling.
React,[REACT-Q508] What is a pure component?,Stateless component,Both B and C,Renders same output for same props,HOC,C,Pure components implement shouldComponentUpdate.
React,[REACT-Q509] Event handling in React uses,Neither A nor B,Native DOM events,Custom events,Synthetic events,D,React wraps native events in SyntheticEvent.
React,[REACT-Q510] What is server-side rendering?,Rendering HTML on server,Static generation,Client rendering,Neither A nor B,A,SSR renders React on server before sending to client.
React,[REACT-Q511] Error boundary catches,Passive voice,Network errors,JavaScript errors in components,CSS errors,C,Error boundaries catch render errors in child tree.
React,[REACT-Q512] What is Suspense in React?,Waits for async components,Caches data,Neither A nor B,Delays state,A,Suspense shows fallback while lazy component loads.
React,[REACT-Q513] Which hook replaces componentWillUnmount?,useState,useCallback,useEffect cleanup return,useRef,C,Returning a function from useEffect handles cleanup.
React,[REACT-Q514] Portal in React,Creates context,Renders outside parent DOM,Insufficient information,HOC pattern,B,Portals render children into different DOM node.
React,[REACT-Q515] What is code splitting?,Breaking bundle into chunks,Minification,Both A and B,Compression,A,Code splitting reduces initial bundle size.
React,[REACT-Q516] Redux is used for,Styling,Testing,Routing,Global state management,D,Redux manages application-wide state.
React,[REACT-Q517] What does useLayoutEffect do?,Fires sync after DOM mutations,State update,Neither A nor B,Async effect,A,useLayoutEffect runs synchronously after DOM updates.
React,[REACT-Q518] Immutability in React state means,Modify in place,Delete state,Option not applicable,Create new object instead of mutating,D,React state must be updated immutably.
React,[REACT-Q519] What is the children prop?,Content between component tags,State value,Insufficient information,Component name,A,children contains nested JSX/elements.
React,[REACT-Q520] Batching in React 18,Multiple state updates in one render,Sequential renders,Cannot be determined,Single update,A,React 18 batches all state updates automatically.
React,[REACT-Q521] What is React?,JavaScript UI library,CSS framework,Backend framework,Database ORM,A,React is a JS library for building UIs.
React,[REACT-Q522] JSX stands for,Java Syntax Extension,JavaScript Extension,JavaScript XML,Neither A nor B,C,JSX allows HTML in JavaScript.
React,[REACT-Q523] useState returns,Only value,Array of objects,Only setter,State value and setter,D,"useState returns [value, setter] pair."
React,[REACT-Q524] useEffect is used for,Side effects,State management,Styling,Routing,A,useEffect handles side effects in components.
React,[REACT-Q525] Virtual DOM purpose,Neither A nor B,CSS handling,Performance optimization,Real DOM replacement,C,Virtual DOM minimizes real DOM updates.
React,[REACT-Q526] Props are,Option not applicable,CSS classes,Component state,Read-only data passed to components,D,"Props flow from parent to child, immutable."
React,[REACT-Q527] State vs Props: State is,Immutable,Mutable within component,Passed from parent,Global,B,State is local mutable data in a component.
React,[REACT-Q528] React key prop purpose,Both A and B,Identify list items,Pass data,Style elements,B,Keys help React identify which items changed.
React,[REACT-Q529] What is a higher-order component?,Hook,Both B and C,Class component,Component that takes/returns component,D,HOC wraps another component to add behavior.
React,[REACT-Q530] useContext is used for,Side effects,Neither A nor B,Consuming context,Local state,C,useContext reads from a React context.
React,[REACT-Q531] React.memo does what?,Insufficient information,Memoizes component,Handles effects,Creates context,B,React.memo prevents unnecessary re-renders.
React,[REACT-Q532] What does ReactDOM.render do?,Renders React element to DOM,Creates state,Neither A nor B,Defines component,A,ReactDOM.render mounts component into DOM.
React,[REACT-Q533] Default export syntax in ES6,export default Component,export { Component },export Component,module.exports,A,Default exports use 'export default'.
React,[REACT-Q534] What is prop drilling?,Context API,Passing props through many layers,Direct prop passing,All of the above,B,Prop drilling passes props through intermediate components.
React,[REACT-Q535] useReducer is used for,Complex state logic,Side effects,Simple state,Data not provided,A,useReducer manages complex state transitions.
React,[REACT-Q536] React Router's <Route> does what?,None of the above,Maps path to component,Handles forms,Creates links,B,Route renders component for matched URL path.
React,[REACT-Q537] What is lazy loading in React?,Preloading,Loading components on demand,Eager loading,The above is incorrect,B,React.lazy loads components only when needed.
React,[REACT-Q538] Controlled component means,Form input tied to state,Class component,Uncontrolled input,Data not provided,A,Controlled components have state-driven input values.
React,[REACT-Q539] What is reconciliation?,Initial render,React's DOM update process,State creation,Neither A nor B,B,Reconciliation computes minimal DOM updates.
React,[REACT-Q540] Fragment in React,Adds a div,Cannot be determined,Groups elements without extra DOM node,Creates context,C,Fragments avoid unnecessary wrapper elements.
React,[REACT-Q541] useCallback memoizes,Effects,Components,Functions,Values,C,useCallback prevents function recreation on re-render.
React,[REACT-Q542] useMemo memoizes,Computed values,Components,Effects,Functions,A,useMemo caches expensive computations.
React,[REACT-Q543] What is the StrictMode?,Development helper for warnings,Testing tool,Production mode,Both A and B,A,StrictMode highlights potential problems in dev.
React,[REACT-Q544] Which lifecycle method replaces componentDidMount in hooks?,useContext,useEffect with [],useState,useRef,B,useEffect with empty array runs once on mount.
