Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
SAP,[SAP-Q189] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q190] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q191] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q192] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q193] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q194] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q195] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q196] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q197] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q198] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q199] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q200] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q201] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q202] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q203] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q204] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q205] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q206] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q207] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q208] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q209] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q210] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q211] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q212] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q213] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q214] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q215] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q216] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q217] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q218] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q219] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q220] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q221] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q222] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q223] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q224] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q225] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q226] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q227] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q228] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q229] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q230] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q231] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q232] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q233] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q234] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q235] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q236] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q237] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q238] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q239] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q240] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q241] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q242] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q243] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q244] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q245] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q246] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q247] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q248] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q249] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q250] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q251] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q252] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q253] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q254] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q255] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q256] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q257] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q258] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q259] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q260] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q261] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q262] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q263] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q264] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q265] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q266] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q267] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q268] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q269] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q270] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q271] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q272] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q273] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q274] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q275] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q276] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q277] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q278] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q279] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q280] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q281] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q282] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q283] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q284] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q285] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q286] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q287] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q288] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q289] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q290] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q291] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q292] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q293] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q294] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q295] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q296] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q297] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q298] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q299] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q300] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q301] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q302] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q303] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q304] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q305] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q306] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q307] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q308] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q309] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q310] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q311] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q312] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q313] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q314] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q315] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q316] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q317] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q318] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q319] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q320] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q321] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q322] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q323] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q324] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q325] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q326] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q327] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q328] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q329] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q330] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q331] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q332] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q333] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q334] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q335] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q336] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q337] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q338] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q339] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q340] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q341] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q342] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q343] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q344] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q345] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q346] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q347] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q348] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q349] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q350] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q351] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q352] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q353] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q354] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q355] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q356] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q357] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q358] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q359] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q360] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q361] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q362] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q363] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q364] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q365] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q366] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q367] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q368] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q369] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q370] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q371] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q372] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q373] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q374] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q375] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q376] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q377] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q378] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q379] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q380] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q381] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q382] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q383] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q384] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q385] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q386] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q387] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q388] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q389] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q390] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q391] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q392] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q393] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q394] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q395] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q396] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q397] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q398] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q399] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q400] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q401] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q402] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q403] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q404] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q405] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q406] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q407] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q408] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
